"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
149938,-0.445663592067009,0.565437459638342,0.733374219395069,-0.999763263200264,1.60957750335812,1.18704148869667,1.45201807326143,-0.198438656789028,-0.0484160614945599,-0.449743441325996,-0.25679813144144,0.00889437038114098,-0.214931512005916,-0.224683769316787,0.345455834920959,-1.35438222320943,0.373650637640856,-2.16095051738928,-0.937697204365008,-0.0591742618858265,-0.195317754410001,-0.107751880589393,-0.100277007852376,-0.329252841523319,-0.375722584261485,0.275200279792248,-0.349132475102837,-0.338844735055246,50.19,0
148077,0.11178781947448,1.12412127844651,-0.191350428390912,-0.443245090579667,0.777409264172744,-1.07182297064653,1.06812974557495,-0.203815042960924,-0.246503797616391,-0.869242170717539,-0.0928994228023365,0.617384149234475,1.02543644644318,-1.20819299583573,-0.393281874707112,0.146743362578713,0.469987019958374,-0.499606791172291,-0.40969726096494,0.0790807360587069,-0.297631834200244,-0.66039834600738,0.144100722499427,1.07285850938473,-0.444133970110611,0.0799848163139587,0.229395449554517,0.0915314948182298,5.37,0
121831,2.08756582798647,-1.13432993512729,-0.593376794236235,-1.05836618714986,-1.10470257306634,-0.413032042809216,-1.112382850058,0.110686807921966,-0.0740552716226632,0.978915325674531,0.5596803013319,-0.827143261055542,-1.42184077103261,0.237207992502918,0.360611864784675,1.84245095065461,-0.320053242659427,-0.600209064245741,0.795320941897803,-0.0560851076638874,0.053867065611415,-0.0826827416995943,0.328018115341417,-0.543837655185731,-0.593097368478958,-0.466009596587311,-0.0103242421336911,-0.0522208439262544,40,0
75683,-0.488629763142635,1.0391238417956,1.41326283613015,0.11044021107339,0.20556963497927,-0.721798271607158,0.677329287440692,-0.0071247358148975,-0.568262668363499,-0.585538689232953,0.470277659771423,0.648596849193583,1.04253792098135,-0.574628229635477,1.01675717987707,-0.0519787680371441,0.349355903543667,-0.809583706624014,-0.580661722015501,0.18149673733065,-0.189721133201466,-0.439538397622222,0.0842139754083469,0.37469124722139,-0.235030326846423,0.0777542771843721,0.262266676275622,0.102934863942377,12.99,0
46080,-1.01804911950386,0.727356286015112,1.72360556681622,-1.40957974686469,0.255078282634712,-0.648925275672423,0.807407632676545,0.190880964653034,-0.605562567846168,-0.69531576119477,1.62214069169405,0.375765552763146,-1.12634858797798,0.593330252801714,-0.0288028347242989,0.269382483071978,-0.334905381356172,-0.862014876090005,-0.440353403001688,0.0432681995892867,-0.425400442273625,-1.38397331041649,0.0855281228094738,0.175844840630502,-0.104718025069694,0.462431696948729,0.159747506749448,0.0991254997769601,19.99,0
52540,-1.94373783702404,-0.189911079383143,-0.439233858605653,1.83472765674824,-5.33204229420749,3.46411779902102,5.4334666485916,-0.36229285065373,-1.31651903821868,-1.20585834423349,0.812397598354326,0.726686365841341,0.870565328128373,0.235957329477336,-0.0241851371351886,-0.234468202811192,0.18266691544659,0.574863469317061,2.16470070606543,0.372598277206556,-0.106918210432663,-0.0717474346240901,0.675291360790904,0.0712494367019035,0.567040849944666,-0.161571262297923,0.357924965885624,-0.294475950994074,1277.49,0
74049,1.24170574842932,0.18533442353961,0.393095652155805,0.427450851502096,-0.26856901975596,-0.480222476454177,-0.0553618599479705,-0.0315747061597097,-0.177136749827721,0.106709558115674,1.16873368457012,0.896671733880832,0.191840877834588,0.435076530744729,0.366273166112227,0.600720451497169,-0.789199185979915,0.0733582912794733,0.296818933762884,-0.0786256509090693,-0.229034518614098,-0.700881628591276,0.0845057425287527,-0.0102412193207353,0.228663340675199,0.0981495657123887,-0.0338485809291652,0.00517152507772587,1.29,0
64885,1.09127821160079,0.145321396747577,0.00476357669345033,1.12306913650751,-0.0448966411984952,-0.588973283701106,0.355257871806299,-0.138380971941385,-0.0758054292172488,-0.037777389320485,-0.236556642885112,0.0498333714551854,-0.501326394144255,0.607566446467494,1.0869117822684,-0.344252841204398,-0.0517864741272809,-0.685296626436993,-0.657462740169961,-0.0825451039674342,0.0308426749799716,0.00324591578459539,-0.114112724487114,0.0735436723581512,0.617102610492618,-0.33380934908233,0.00503457302762491,0.0233706825816279,67.05,0
109196,-0.572999632057697,0.95807716602576,2.40989110261519,0.0116500311255113,-0.329985324087044,-0.603020119812272,0.352287718296206,-0.0632497140386444,1.40351112303099,-1.34123415851791,0.469094919304366,-2.62080996817534,1.15966640294605,1.57107541995705,0.586325665983389,-0.292993184651982,0.579390718470892,0.464012762186274,0.381157707099746,-0.0686940601945498,-0.240172808078494,-0.416324742099792,-0.219007702240406,0.343962300083405,0.217067077930953,-0.726121938681259,0.0834729519753769,0.0794236851286077,2.12,0
151482,2.12140819668598,-0.834380385816044,-0.931267837708113,-0.535304206623126,-0.661339423463207,-0.325033409650394,-0.704831405702629,-0.0637144608070407,-0.437836679613364,1.03188769381941,0.295489277133369,0.576213062327005,0.321176746367591,0.101562386355676,-0.520410277042769,-1.19739095836143,-0.458409187608464,1.57191743616985,-0.512178340487679,-0.585518735482514,-0.22079602085854,-0.00959795270117519,0.154996969764175,-0.444653407206876,-0.227062725647296,0.700395839107826,-0.0377647550941662,-0.070201402002974,10.6,0
92634,-0.95225305239107,1.65250747205317,0.298176365307679,3.78780001587715,2.31458285947549,-0.966721954226056,0.79916273022092,-0.23851382515384,-0.695966581480269,-0.531636653638245,0.570216243667523,-3.15822893514442,2.10233897139969,-1.27617000507069,-1.50970917290965,1.36988109795578,2.21206684212884,0.781362686594387,-1.51599583232492,-0.190475528471447,-0.487396956884729,-1.13321008082223,-0.130191928198912,-0.286300947621399,-0.567287468224184,-0.368169163464989,0.109362205700081,0.208191568103262,10.06,0
90955,-1.45536088714041,2.22218886934914,-1.45103835078218,-0.71862499627869,0.67824403499447,-0.449834048471362,0.490134043217026,0.278751019648542,2.20886948273502,0.225777456364355,-0.331272031617027,-2.90127664907384,1.31928532009931,0.349243772948177,-0.768810073746311,0.420643493243148,1.04115324429346,0.169949679219304,-0.38827118609339,0.352490265592237,-0.639964379987417,-1.21390029249269,0.110371080299584,-0.169733891853862,-0.221781434245557,0.0579899590818594,-0.229085906472696,-0.260766270815041,13.91,0
34953,1.08755776618495,-1.73568771137995,1.10109797640339,-2.50907203099969,-1.39279275477114,1.99236040648475,-1.86548521678827,0.86913133108124,2.09355565981687,-1.13880427748198,1.32898507720949,2.08292256485686,-0.386605000660613,-0.721623206918209,-0.318176362897944,-4.29170924455143,1.98238048025482,-0.203604528436878,-0.288734921667649,-0.674584197656327,-0.301192393352784,0.349770472399881,0.0556576557755274,-0.9961915918101,0.257248573504638,-0.562728940377237,0.23236972480643,0.013087123965201,11.46,0
71402,1.13166315773636,-0.123332778932141,1.15984320055534,1.15544406439109,-0.805105540732815,0.297432928020635,-0.697651826917337,0.282162613959494,0.720289734383158,-0.0198912210319546,0.537803325555001,0.832051053923124,-0.425426849827602,-0.0966073972676026,-0.451112282142117,0.391179494655237,-0.594542868966873,0.593818635585599,0.205938039292977,-0.139133386649046,-0.0370682890339543,0.0432139320742478,-0.0537859784581077,-0.0163596062002924,0.414055826882509,-0.404061180795103,0.0653682258393574,0.0238384336927647,9.99,0
105907,-0.606275053218265,0.903215109760528,2.34971579460838,-0.137788612100421,0.0726885060984221,-0.23359330033191,0.556138652854865,-0.292630587758922,1.58997417589897,-1.03947750580602,0.306847373741206,-2.62804766250245,1.58844745336586,1.23186933197353,0.66371760292958,-0.338630835929136,0.349581538263583,0.431045857452277,0.472946986647423,0.0173729346984937,-0.293010030119646,-0.416008137259483,-0.304527891232083,-0.117713923770414,0.232196073858137,-0.737139381178921,-0.202914654863787,-0.154005794362144,11.27,0
142055,1.78331705188859,-0.551125088848677,-0.997872630210053,0.442660222157342,-0.133125643818337,-0.119255096392542,-0.13843714005935,-0.00286069885681779,0.453983887052191,0.192430538073702,0.942570917239619,1.11911609443707,0.17688292813786,0.29752334594791,-0.362915293652582,0.239523665433319,-0.635065649314073,0.0341135296229092,0.0485052868428442,0.0372033543720742,0.0832815323559129,0.105543842736058,0.161911205260371,0.73436278744828,-0.263296010226006,0.164485301850635,-0.0634450191580105,-0.0381625834436519,109.85,0
74938,-0.603274905167358,1.24652328510076,1.2009426403082,-0.10930921949331,0.00271453428465678,-0.665997082860709,0.604217985330493,0.0931657266527668,-0.435724869762688,-0.0320719301403306,1.47400455063425,0.509783372083419,-0.166747268874733,-0.26392705212986,0.23045510527695,0.569364702148962,-0.241149540961443,0.36596779057135,0.170094431585802,0.237504684422492,-0.245649767919762,-0.614725773383769,-0.0133136114730302,0.268783107466966,-0.145532224455196,0.0599603465372228,0.348612114073655,0.146253343064668,6.45,0
